Stop_Code_LBSL,Bus_Stop_Code,Naptan_Atco,Stop_Name,Location_Easting,Location_Northing,Heading,Stop_Area,Virtual_Bus_Stop
OC722,77332,2400102527,SHENLEY ROAD,555263,173797,103,Z123,0
OC723,76505,2400A018810A,BRENTFIELD ROAD,555533,173833,251,Z120,0
OC724,72048,2400A019270A,PARK ROAD,555161,173810,283,Z123,0
OC725,53644,2400A018840A,MILESTONE ROAD,555906,173909,86,Z116,0
OC726,48533,2400A018870A,ELM ROAD,557144,174283,74,Z148,0
OC727,71389,2400A018880A,THE BULL,557400,174367,78,Z149,0
OC728,72998,2400A018890A,WINSTON CLOSE,557851,174455,78,Z122,0
OC729,73785,2400A018900A,WATERSTONE PARK,558371,174609,69,Z150,0
OC73,53528,40004406038E,EPSOM CLOCK TOWER,520753,160777,87,ZN05,0
OC730,58514,2400A018740A,WATERSTONE PARK,558229,174554,262,Z150,0
OC731,52792,2400A018750A,WINSTON CLOSE,557866,174444,258,Z122,0
OC732,58742,2400A018760A,THE BULL,557359,174345,256,Z149,0
OC733,50259,2400A018770A,ELM ROAD,557125,174262,254,Z148,0
OC734,49163,2400A018780A,WELSH TAVERN,556464,174056,286,Z147,0
OC735,73455,2400A018850A,STONE HOUSE HOSPITAL,556191,174027,47,Z117,0
OC737,73260,2400A070080A,BLUEWATER SHOPPING CENTRE,558291,173406,292,Z118,0
OC738,77890,2400101012,DARENT VALLEY HOSPITAL,557124,173170,16,Z119,0
OC739,57618,2400A019210A,DARENT VALLEY HOSPITAL,557168,173129,283,Z119,0
OC74,58640,40004408240A,DORKING STATION / LONDON ROAD,516999,150334,175,KC57,0
OC740,53224,490012440E,HAIL & RIDE LOVE LANE,525562,166845,53,LD20,1
OC741,50263,2400A070060A,BLUEWATER SHOPPING CENTRE,558325,173392,280,Z118,0
OC75,75111,40004408115A,DORKING STATION,517042,150416,69,KC68,0
OC750,50192,490018543E,MARSH HILL / MARSH LANE,521305,193202,81,TE10,0
OC757,98074,,HAIL & RIDE CHALK PIT AVENUE,547667,168967,86,F221,1
OC758,98075,,HAIL & RIDE MAIN ROAD / CHALK PIT AVENUE,547319,168970,199,F218,1
OC759,98076,,HAIL & RIDE CHALK PIT AVENUE / MAIN ROAD,547355,168995,109,F218,1
OC76,74087,40004408114A,DEEPDENE AVENUE ROAD,517112,150051,148,KC69,0
OC760,98077,,HAIL & RIDE THE LANDWAY,547292,168811,186,F216,1
OC761,98078,,HAIL & RIDE MAIN ROAD,547278,168834,6,F216,1
OC762,98079,,HAIL & RIDE HEARNS ROAD,547269,168496,198,F116,1
OC768,98085,,HAIL & RIDE COCKMANNINGS ROAD,547616,167007,100,F008,1
OC77,73302,40004408113A,DORKING SPORTS CENTRE,517101,149797,257,KC58,0
OC770,98087,,HAIL & RIDE WALDENHURST ROAD,548013,166782,191,F011,1
OC771,98088,,HAIL & RIDE COCKMANNINGS ROAD,547745,166967,283,F013,1
OC772,98089,,HAIL & RIDE SOMERDEN ROAD,547733,166893,282,F009,1
OC774,98091,,HAIL & RIDE ROOKESLEY ROAD,547789,166683,159,F021,1
OC776,98093,,RENTON DRIVE HAIL & RIDE ENDS,547759,166576,278,F020,1
OC777,98094,,HAIL & RIDE ROOKESLEY ROAD,547690,166874,342,F009,1
OC779,98096,,RENTON DRIVE HAIL & RIDE STARTS,547774,166590,98,F020,1
OC78,56934,40004408112A,MOORES ROAD,516908,149686,239,KC59,0
OC780,98097,,SOUTHCROFT ROAD HAIL & RIDE STARTS,545309,165403,222,F613,1
OC781,75388,490008433S,,525292,176127,143,6J06,1
OC782,57829,490008433N,,525279,176130,321,6J06,1
OC783,98098,,SOUTHCROFT ROAD HAIL & RIDE ENDS,545235,165362,33,F613,1
OC784,98099,,HAIL & RIDE ASHBOURNE RISE,545034,165069,224,F615,1
OC787,98102,,HAIL & RIDE ASHBOURNE RISE,544981,165046,52,F615,1
OC789,98104,,HAIL & RIDE TUBBENDEN DRIVE,544908,164777,301,F625,1
OC79,57480,40004408111D,WHITE HORSE,516678,149478,235,KC60,0
OC80,49690,40004408086A,SOUTH STREET,516434,149289,226,KC61,0
OC802,76223,490018566E,BEECH HILL AVENUE,526373,197961,78,UE26,1
OC803,54339,40004408086B,SOUTH STREET,516367,148922,205,KC62,0
OC804,58602,490018467S,HILLCREST ESTATE,534169,171684,327,2Q18,1
OC805,NONE,,WEST HARROW STATION,514175,188393,118,S705,1
OC807,57606,490012275S,HAIL & RIDE SOUTH DRIVE,524458,162449,177,J635,1
OC808,55636,490013066N,ST JOHN'S ROAD,525457,165729,147,J905,1
OC809,75050,490007106S,GANDER GREEN LANE,524712,165216,58,JC03,1
OC81,98504,40004408085A,TOWNFIELD COURT,516323,148863,229,KC62,0
OC810,55654,490007471N,GREEN LANE,522667,166530,138,JC32,1
OC811,48223,490018008E,WARDS ROAD,545274,187791,96,X219,1
OC812,76717,490015788S,CHAUCER ROAD,552753,191424,187,VL14,1
OC813,73061,490015787N,MARSHALL PARK SCHOOL,551291,190225,338,VB21,1
OC814,59308,40004406116B,EPSOM GOLF CLUB,522459,159698,165,ZM10,1
OC816,98117,,STARTS HILL AVENUE HAIL & RIDE STARTS,543824,164498,343,FD27,1
OC818,98119,,HAIL & RIDE LOVIBONDS AVENUE,543732,164879,327,FD19,1
OC819,98120,,STARTS HILL AVENUE HAIL & RIDE ENDS,543857,164456,162,FD27,1
OC820,98121,,HAIL & RIDE STARTS HILL RD ENTRANCE,543493,165174,356,FD21,1
OC822,98123,,HAIL & RIDE LOVIBONDS AVENUE,543743,164890,146,FD19,1
OC823,98124,,HAIL & RIDE ROSEWOOD DRIVE,531531,199769,73,UG13,1
OC824,98125,,HAIL & RIDE ROSEWOOD DRIVE,531529,199751,253,UG13,1
OC825,98126,,HAIL & RIDE ST JOHN'S PRIMARY SCHOOL,531653,199626,172,UG19,1
OC826,98127,,HAIL & RIDE ST JOHN'S PRIMARY SCHOOL,531650,199542,344,UG12,1
OC827,98128,,HAIL & RIDE WILDWOOD,531773,199277,161,UG11,1
OC828,98129,,HAIL & RIDE WILDWOOD,531756,199272,341,UG23,1
OC829,98130,,HAIL & RIDE FLASH LANE,531885,198875,142,UG10,1
OC83,52719,40004408110A,WEST STREET,516326,149384,96,KC64,0
OC830,98131,,FLASH LANE,531854,198909,341,UG10,1
OC831,98132,,HAIL & RIDE CLAY HILL,532122,198783,106,UG20,1
OC832,98133,,HAIL & RIDE CLAY HILL,532119,198768,286,UG20,1
OC833,98134,,HAIL & RIDE CLAY HILL HOUSE,532407,198753,83,UG21,1
OC834,98135,,HAIL & RIDE CLAY HILL HOUSE,532410,198733,264,UG21,1
OC835,98136,,HAIL & RIDE BROWNING ROAD,532637,198650,127,UG22,1
OC836,98137,,HAIL & RIDE BROWNING ROAD,532611,198651,307,UG09,1
OC837,98138,,HAIL & RIDE KILVINGTON DRIVE,532928,198490,126,UG08,1
OC838,98139,,HAIL & RIDE KILVINGTON DRIVE,532914,198480,306,UG08,1
OC839,98140,,HAIL & RIDE HENRY CLOSE,533228,198331,119,UG07,1
OC84,56049,40004408111C,WHITE HORSE,516678,149501,55,KC60,0
OC840,98141,,HAIL & RIDE CONWAY GARDENS,533138,198363,298,UG07,1
OC841,98142,,HAIL & RIDE ORCHARD CRESCENT,533606,197749,222,UL11,1
OC842,98143,,HAIL & RIDE ORCHARD CRESCENT,533656,197836,25,UL11,1
OC843,98144,,HAIL & RIDE CARISBROOK CLOSE,533547,197651,192,UL10,1
OC844,98145,,HAIL & RIDE EASTBURY AVENUE,533540,197690,25,UL10,1
OC845,98146,,HAIL & RIDE GRAEME ROAD,533327,197200,212,UL08,1
OC846,98147,,HAIL & RIDE GRAEME ROAD,533321,197219,32,UL08,1
OC847,98148,,HAIL & RIDE RIVERSFIELD ROAD,533182,196942,178,UL07,1
OC848,98149,,HAIL & RIDE WILLOW ROAD,533168,196869,359,UL07,1
OC85,71542,40004408112B,MOORES ROAD,516880,149687,55,KC59,0
OC850,98151,,HAIL & RIDE WOODLANDS GROVE / RIDGEMOUNT AVENUE,528522,158924,147,H645,1
OC851,98152,,HAIL & RIDE WESTLEIGH AVENUE,528910,159248,21,H644,1
OC854,98155,,HAIL & RIDE THE DRIVE,530407,160347,183,H529,1
OC855,91856,,HAIL & RIDE COPSE HILL,529966,160625,308,H545,1
OC856,98157,,HAIL & RIDE COPSE HILL,529986,160631,128,H545,1
OC857,98158,,HAIL & RIDE SMITHAM BOTTOM LANE,529818,160833,35,H544,1
OC858,98159,,HAIL & RIDE SMITHAM BOTTOM LANE,529804,160785,201,H544,1
OC859,98160,,HAIL & RIDE MANOR WAY,530066,161057,59,H543,1
OC86,71669,40004408113B,DORKING SPORTS CENTRE,517050,149798,69,KC58,0
OC860,98161,,HAIL & RIDE MANOR WAY,530103,161060,257,H548,1
OC861,98162,,HAIL & RIDE GROVELANDS ROAD,530400,161145,59,H542,1
OC865,98166,,HAIL & RIDE PURLEY KNOLL,530926,161662,34,H540,1
OC866,98167,,HAIL & RIDE PURLEY KNOLL,530939,161655,214,H540,1
OC867,98168,,HAIL & RIDE FOXLEY HILL ROAD,531401,161209,188,H539,1
OC868,98169,,HAIL & RIDE FOXLEY HILL ROAD,531453,161345,35,H539,1
OC87,48230,40004408240B,DORKING STATION,516984,150241,346,KC57,0
OC870,98171,,HAIL & RIDE HIGHER DRIVE,531326,161058,22,H538,1
OC871,98172,,HAIL & RIDE NORTHWOOD AVENUE,531671,160561,159,H536,1
OC872,98173,,HAIL & RIDE NORTHWOOD AVENUE,531602,160689,333,H536,1
OC874,98175,,HAIL & RIDE OAKS ROAD,531710,160427,324,H815,1
OC875,98176,,HAIL & RIDE OAKS WAY,532159,160095,131,H814,1
OC880,98181,,HAIL & RIDE BADER CLOSE,532749,159833,287,H816,1
OC881,98182,,HAIL & RIDE HAWKHIRST ROAD,532985,159643,139,H811,1
OC882,98183,,HAIL & RIDE HAWKHIRST ROAD,532916,159673,298,H811,1
OC883,98184,,HAIL & RIDE NEW BARN LANE,533406,159098,133,H810,1
OC884,98185,,HAIL & RIDE NEW BARN LANE,533378,159106,308,H810,1
OC885,98186,,HAIL & RIDE BEVERLEY ROAD,533622,158732,153,H809,1
OC887,98188,,HAIL & RIDE HORNCHURCH HILL,533752,158379,168,ZC37,1
OC888,98189,,HAIL & RIDE HORNCHURCH HILL,533737,158365,349,ZC37,1
OC891,71645,490007106N,GANDER GREEN LANE,524719,165206,238,JC03,1
OC892,51724,490007471S,LONGFELLOW ROAD,522655,166519,318,JC32,1
OC893,57256,490017846S,CARSHALTON ROAD,527388,164207,185,J101,1
OC894,53945,1.50037E+11,CROWN STREET,559267,193710,68,VH57,0
OC895,58906,1500IM212,BRENTWOOD HIGH STREET,559639,193856,241,VH58,0
OC901,49186,490008016S,HEATHROW CENTRAL BUS STATION,507574,175866,203,P901,0
OC93,75454,2400A070700A,CHARTWELL,545522,151708,170,FA57,0
OC947,98237,,HAIL & RIDE RYECROFT ROAD,544449,167028,283,F931,1
OC948,98238,,HAIL & RIDE KYDBROOK CLOSE,544521,167033,98,F931,1
OC949,98239,,HAIL & RIDE CHESHAM AVE / WOODHURST AVE,543993,167202,291,F928,1
OC969,98259,,HAIL & RIDE ASH ROW,543310,167238,98,FU22,1
OC970,98260,,HAIL & RIDE PRESCOTT AVENUE,543730,167328,110,FU27,1
OC971,98261,,HAIL & RIDE CHESHAM AVE / WOODHURST AVE,544008,167233,111,F928,1
OC972,98262,,HAIL & RIDE RICKMAN HILL,528951,159270,201,H636,1
OC973,98263,,HAIL & RIDE THE DRIVE,530385,160363,358,H529,1
OC974,98264,,HAIL & RIDE BIGGIN HILL LIBRARY & POOL,541928,158979,84,FA14,1
OC985,53031,490005913W,GOLF RIDE,531176,199655,344,UG15,1
OC995,NONE,,BAKER STREET STATION,527886,182108,163,702,0
OC996,NONE,,BAKER STREET STATION,527918,182010,162,702,0
OC997,NONE,,TURNHAM GREEN STATION,521221,178732,180,Q609,1
R0001,77823,490000083AP,FINSBURY PARK INTERCHANGE <> #,531393,186749,329,CJ11,0
R0002,55170,490000083H,FINSBURY PARK INTERCHANGE <> #,531407,186807,17,CJ11,0
R0003,74819,490000083G,FINSBURY PARK INTERCHANGE <> #,531392,186824,29,CJ11,0
R0005,55739,490008490N,INVERFORTH HOUSE,526208,186640,347,8.00E+01,0
R0010,NONE,490000249K,WALTHAMSTOW CENTRAL STATION <> #,537183,188970,260,YB17,0
R0013,47506,490009130M,HIGH ROAD LEYTON / BAKERS ARMS,537760,188112,44,YD13,0
R0016,48302,490005353S,CLARENCE ROAD,535824,190252,152,YG01,0
R0021,58009,490005183E,BALGONIE ROAD,538769,194081,124,Y013,0
R0022,76013,490001179N,LEYTONSTONE HIGH ROAD STATION #,539373,186790,18,YM13,0
R0024,73970,490007490P,GREEN MAN ROUNDABOUT,539752,187690,244,YN01,0
R0026,74174,490007491S,BUSH ROAD / GREEN MAN ROUNDABOUT,539952,187661,130,YN04,0
R0027,52930,490007491R,BUSH ROAD / GREEN MAN ROUNDABOUT,539926,187665,307,YN04,0
R0028,75399,490013330N,THE DRIVE,538092,189687,171,Y917,0
R0030,49284,490004944W,CENTURY ROAD,536324,189507,247,YH06,0
R0031,47034,490001268P,ST JAMES'S STREET STATION #,536410,188660,166,YA01,0
R0033,77327,490001268Q,ST JAMES'S STREET STATION #,536363,188747,329,YA01,0
R0034,74698,490011979M,SELBORNE WALK,537032,188934,257,YB07,0
R0035,59170,490011979N,SELBORNE WALK / VERNON ROAD,536889,188917,80,YB07,0
R0036,76988,490000249M,WALTHAMSTOW CENTRAL STATION <> #,537293,188995,250,YB17,0
R0040,72617,490014113S,WADHAM ROAD,538551,191013,235,Y711,0
R0042,48729,490003299S,AMESBURY DRIVE,537654,195054,193,Y004,0
R0043,52231,490014175N,MAIDA AVENUE,537586,194641,6,Y016,0
R0044,47486,490014158N,AVELING PARK ROAD,537450,190212,65,Y910,0
R0045,75413,490005416E,ST JOHN'S ROAD,538202,189948,74,YF01,0
R0049,77086,4900R0049J,ABBOTS LANE,533243,180096,123,3607,0
R0055,54657,490008296G,SEVEN SISTERS ROAD / PARKHURST ROAD,530437,186044,134,CH22,0
R0058,47997,490000129E,KING'S CROSS STATION <> #,530300,182967,56,8503,0
R0059,47118,490000077G,EUSTON BUS STATION <>#,529660,182620,55,8301,0
R0063,72034,490006890N,FOOTS CRAY LANE / HURST ROAD,547351,173220,347,EG11,0
R0067,72150,490011527W,RENWICK ROAD,547021,183601,281,W603,0
R0068,57285,490011099W,POOLES LANE,548398,183447,311,WG01,0
R0072,72671,490003838X,BELGRAVIA POLICE STATION,528571,178593,302,0G22,0
R0074,49222,490014872S,WOOD LANE,552294,185016,181,V315,0
R0078,74729,490007391W,GRAY'S INN ROAD,530942,181944,248,8011,0
R0079,52373,490003855S,BELLWOOD ROAD,535856,175122,192,3N17,0
R0080,76651,490013900S,UNDERHILL ROAD,534213,174534,202,3R14,0
R0081,51859,490007293N,GOODRICH ROAD,534116,174320,23,3S13,0
R0083,58344,490009026D,SYDENHAM STATION # / WESTWOOD HILL,535149,171603,294,2Q07,0
R0085,49469,490004695D,CAMBRIDGE CIRCUS,529914,181058,159,8201,0
R0086,58547,490008550E,JERRARD STREET,537849,176014,117,2704,0
R0090,50801,490007112N,GARDEN CLOSE,530195,164164,334,J320,0
R0097,59494,490013425S,SHERWOOD PARK ROAD,529149,168389,215,L906,0
R0098,77040,490000206M,SLOANE SQUARE STATION<> / LOWER SLOANE ST,528024,178578,169,7304,0
R0103,48852,490000099A,HANGER LANE STATION <>,518524,182555,350,QT17,0
R0106,58293,490007852S,HARROW LODGE PARK,552019,186113,179,V601,0
R0107,59597,490013594K,SOUTHALL POLICE STATION,512999,180349,280,QG07,0
R0111,76595,490005593N,COPT GILDERS,518783,163623,35,KB15,0
R0113,47574,490010685E,OXFORD ROAD,514890,171162,112,MB11,0
R0123,54534,490007078N,GAINSBOROUGH GARDENS,515367,185293,25,QQ06,0
R0124,59084,490013865S,TWICKENHAM / THE PRINCE ALBERT,515239,172787,231,MJ02,0
R0125,54712,490010806N,PARKSIDE,514457,171184,21,MB13,0
R0127,51917,490013597Q,HOLMWOOD ROAD,517936,164290,200,KB09,0
R0130,54665,490013457N,THE MAYPOLE,518337,166174,14,K901,0
R0132,47526,490006436N,EDITH GARDENS,519660,166972,345,K909,0
R0133,58931,490006436S,EDITH GARDENS,519659,167006,165,K909,0
R0134,50130,490009898S,MILL GREEN ROAD,528265,166931,171,J517,0
R0136,71973,490014723E,THE WILSON HOSPITAL,527921,168140,135,L711,0
R0138,54371,490014723W,THE WILSON HOSPITAL,527877,168172,315,L712,0
R0142,56949,490012168S,SIMPSON ROAD,512918,173946,210,MK03,0
R0147,53359,490013008N,HAMILTON ROAD,510046,171587,20,N112,0
R0150,59280,490014841E,WOOD END PARK SCHOOL,508349,181058,94,P501,0
R0152,58708,490007725S,HAMPTON CHURCH,514139,169645,201,MF14,0
R0153,77399,490007725N,HAMPTON CHURCH,514103,169558,3,MF14,0
R0154,50472,490011348W,QUEENS ROAD,521745,168103,263,K306,0
R0157,53495,490008400S,HARLINGTON ROAD WEST,510916,173868,201,N318,0
R0158,76275,490006473N,ELGIN AVENUE / CHIPPENHAM ROAD,525103,182232,67,0P01,0
R0160,48917,490011509W,REGENT ROAD,518954,167715,245,K812,0
R0162,53212,490001295A,TOLWORTH STATION #,519866,165666,325,K927,0
R0163,57773,40004405155A,COMMON ROAD,516049,163570,191,0Z04,0
R0166,59205,490009543E,MANFRED ROAD,524709,174708,133,5M10,0
R0167,53116,490011563W,RICHMOND ROAD,517726,171506,301,K027,0
R0168,49948,490011104S,POPES GROTTO,516065,172800,214,MH14,0
R0171,53185,490011932L,SAVAGE GARDENS,543162,181217,335,AK03,0
R0175,71877,490013298H,HEDGEMANS ROAD,549070,184489,355,WG07,0
R0185,77617,490008435W,PUTNEY BRIDGE STN<> / FULHAM HIGH STREET,524503,176009,247,6H04,0
R0189,77873,490013534N,SOUTH VALE,515514,185790,29,S306,0
R0192,54616,490010903S,PENDULA DRIVE,511807,182094,196,P005,0
R0197,59491,490000188A,RAVENSCOURT PARK STATION <>,522649,178869,3,6C06,0
R0199,56364,490007145S,ASKEW ROAD LIBRARY / GAYFORD ROAD,522018,179763,166,6401,0
R0200,52488,490003456S,UXBRIDGE ROAD,521906,180063,164,Q014,0
R0205,71051,4.90E+10,KINGSASH DRIVE,512030,182215,133,P007,0
R0206,77703,4.90E+09,KINGSASH DRIVE,512033,182199,314,P007,0
R0208,76932,490003930S,BERRYDALE ROAD,512273,182255,222,P008,0
R0209,72598,490005211E,CHISWICK ROAD,520141,178533,82,NG10,0
R0210,53910,490006056E,DERLEY ROAD,511747,179020,49,QE01,0
R0213,50612,490011363E,QUEENS WALK,511805,185474,64,PV03,0
R0214,57649,490013848UU,TURNHAM GREEN CHURCH,520578,178489,276,NG06,0
R0217,59153,490003769W,CROYDON ROAD / PLOUGH LANE,530179,164827,271,J506,0
R0219,53170,490009426N,LOWER MORDEN LANE,524646,166846,37,JB02,0
R0221,57702,4900147722,WINDMILL ROAD,517609,178180,239,NE13,0
R0222,48351,490013466E,BIDEFORD AVENUE,516454,182962,99,QM13,0
R0224,53539,490000171A,OSTERLEY STATION <>,514546,177058,73,NC06,0
R0225,49731,490007179W,GILLETTE CORNER,516354,177379,248,NC01,0
R0226,49990,490007605R,CHISWICK ROUNDABOUT / GUNNERSBURY,519185,178470,108,NF04,0
R0227,54925,490003704SE,BEACON ROAD,507367,174055,109,N207,0
R0228,73943,40004402007A,LONG LANE,506842,174260,280,P913,0
R0229,56745,40004402055B,CROYSDALE AVENUE,510308,168885,159,5Z12,0
R0232,71131,490006406E,WELLINGTON ROAD NORTH,512860,175775,115,N803,0
R0233,47165,490014357E,ST PAUL'S CHURCH,512580,175920,118,N804,0
R0234,73895,490008019E,HEATHROW PARK THISTLE HOTEL,505522,176940,80,PD01,0
R0238,53724,490007808N,BRICKFIELD LANE,508736,177899,11,P806,0
R0240,49341,490004406S,BRODRICK ROAD,527554,173027,148,5G01,0
R0242,55787,490008247E,HILL VIEW ROAD,516138,174120,175,MH16,0
R0243,71737,490003375WD,ARIEL WAY / WHITE CITY BUS STATION,523300,180329,3,6613,0
R0244,52502,490008247N,HILL VIEW ROAD,516116,174193,351,MH16,0
R0245,51112,4.90E+10,WHITTON ROAD,516055,173806,37,MH17,0
R0247,53527,490011229E,PRIORY LANE,521636,175478,97,5U09,0
R0248,52305,490012046W,SHEEN COURT,519426,175212,243,M307,0
R0251,58164,490004824E,CRANMER ROAD / CARSHALTON ROAD,528159,167902,135,L902,0
R0253,48958,490010825U,PARK ROYAL ROAD,520664,181865,34,Q407,0
R0254,51376,490015319D,GYPSY CORNER,520585,181507,289,Q420,0
R0255,51436,490009981N,STONEBRIDGE PARK STATION <> # / POINT PLACE,519815,184418,332,RH10,0
R0256,75336,490013183E,TEIGNMOUTH GARDENS,516252,182997,96,QM12,0
R0259,53117,490007696E,BRENTMEAD GARDENS,518926,183306,49,QT15,0
R0260,49394,490000100N,HARLESDEN STATION <> #,520978,183373,16,RG06,0
R0261,57720,490014692E,WILLESDEN JUNCTION STATION <> #,521819,182940,110,RF13,0
R0264,49047,490005584K,ARKELVIN ACADEMY / PARK LANE,518504,185246,98,RH03,0
R0266,51784,490014319E,WAXLOW ROAD,520775,183169,56,RG05,0
R0267,58814,490014378L,WEMBLEY HIGH ROAD,518399,185335,159,RH02,0
R0268,57287,490000256E,WEMBLEY CENTRAL STATION <> #,518098,185057,255,RP05,0
R0272,73673,490011642E,QUEENS RIDE,522001,175499,93,5U03,0
R0273,73383,490007770N,UXBRIDGE ROAD / HAMPTON SAINSBURY'S,513041,171887,312,N037,0
R0274,76607,490013178H,TEDDINGTON POLICE STATION,515883,170873,181,MB06,0
R0275,49221,490013709S,TOOTING / THE MITRE,527784,171096,326,5.00E+08,0
R0276,49323,490010048K,MORTLAKE ROAD,519044,177327,211,M003,0
R0277,57894,490010295W,NORBITON CHURCH,518809,169341,259,K202,0
R0279,71712,490011445S,RAVENSWOOD COURT,519880,170568,207,K506,0
R0280,71649,490008497W,BULLEN STREET,527350,176318,246,5307,0
R0284,76492,490013947N,WOFFINGTON CLOSE,517323,169943,328,MC04,0
R0285,74297,490013947S,WOFFINGTON CLOSE,517312,169982,147,MC04,0
R0287,49097,490001295B,TOLWORTH STATION #,519840,165749,142,K927,0
R0290,51406,490010047N,MORTLAKE BUS STATION,520995,175767,76,M204,0
R0292,58867,490013030S,MAPLE ROAD,518119,167986,217,K612,0
R0293,49710,490009547SB,MANOR CIRCUS,518854,175609,243,M608,0
R0297,48308,490003750L,HERMIT ROAD,539722,181791,54,A503,0
R0299,50884,490004931N,MORDEN HALL ROAD / CENTRAL ROAD,526145,168305,327,LC10,0
R0307,75830,490013736T,TOTTENHAM POLICE STATION,533803,189810,183,9D03,0
R0308,54707,490006738S,MASEFIELD CRESCENT,553357,190864,166,VH02,0
R0310,56140,490007038S,FRITH LANE,524208,191192,174,T910,0
R0311,47172,490007580E,ROMAN ROAD / GROVE ROAD,536080,183170,69,BD05,0
R0312,77137,490009129W,LEY STREET,544573,188136,251,X804,0
R0313,75813,490003459Q,ASPEN WAY,538392,180439,169,BK02,0
R0314,74843,490000038J,CANADA SQUARE SOUTH,537602,180255,279,BN15,0
R0315,76008,490000038F,CANARY WHARF STATION <> [DLR],537473,180360,99,BN07,0
R0316,59515,490004441W,WOODVILLE ROAD,524959,183469,238,RC23,0
R0320,50003,490012547N,STANLEY AVENUE,548790,187437,343,WA22,0
R0321,71868,490008171E,HIGHLANDS VILLAGE / ELIZABETH LODGE,530370,195759,357,UB08,0
R0323,58707,490015189E,ANGEL CORNER,534139,192545,190,U402,0
R0324,57257,490011511W,REGENTS COURT,533988,183707,265,D312,0
R0325,56337,490012131W,SHREWSBURY ROAD,541513,185223,248,AG02,0
R0326,58993,490010467E,NUTTER LANE,541089,188456,68,X501,0
R0327,77473,490009288W,LONDON ROAD SYNAGOGUE,517933,192698,254,SD09,0
R0328,73087,490008752E,KING GEORGE AVENUE,544801,188266,66,X803,0
R0329,59073,490013687W,TOBACCO DOCK,534739,180727,260,B603,0
R0330,74801,490000268C,WHITECHAPEL STATION <>,534782,181824,249,B905,0
R0331,52292,490009438E,PONTOON DOCK STATION [DLR],541116,180132,81,A209,0
R0332,75497,490009721A,MAWNEY ROAD,550942,188748,356,VA07,0
R0334,53841,490007137L,SOUTHEND ROAD,540117,190540,346,XC07,0
R0335,58913,4.90E+10,CHARLOTTE GARDENS,549649,192216,88,VE19,0
R0336,49364,490009993E,PENTLAND CLOSE,535464,193837,112,U210,0
R0337,48861,490011667HD,ROM VALLEY WAY,551334,188105,257,V805,0
R0338,55268,490009432N,VICTORIA ROAD,544167,184877,332,W510,0
R0341,74134,490013780E,TREDERWEN ROAD,534442,183901,51,D310,0
R0347,52314,490011472E,HAMPTON SCHOOL,513226,171152,118,ME11,0
R0348,75101,490014356E,WELLINGTON CRESCENT,520432,168436,114,K416,0
R0351,48792,490001190N,MARYLAND STATION #,539194,185044,339,A910,0
R0353,75215,490007330N,STUDLEY ROAD,540592,184736,358,AA13,0
R0359,53773,490014381N,WEMBLEY HILL ROAD,518576,185819,17,RQ07,0
R0361,55140,490006366S,EAST LANE,518487,186276,176,RM01,0
R0362,52635,490013626S,THORNHAM GROVE,538634,185105,143,A702,0
R0363,73797,490005290W,LITTLE ILFORD SCHOOL,542771,185279,260,AH17,0
R0365,73349,490005312X,STOKE NEWINGTON HIGH ST / GARNHAM STREET,533631,186627,10,DA04,0
R0368,72639,490012792N,ST MARY'S CHURCH,508451,173693,2,N212,0
R0369,56203,490012792S,ST MARY'S CHURCH,508448,173622,199,N212,0
R0370,57205,490011024W,PINNER VIEW,514358,189417,258,S803,0
R0381,77044,490003783S,MILE END PARK LEISURE CENTRE,536723,181886,155,BE01,0
R0382,74237,490013936E,UPPER NORTH STREET,537382,180971,100,BP09,0
R0385,57526,490009723E,MAXEY ROAD,544308,178959,79,G213,0
R0386,77288,490003857W,BELMARSH PRISON,545143,179667,259,G032,0
R0388,47578,490003147W,ALBEMARLE ROAD,538890,169482,249,FL14,0
R0389,56050,490003994N,BIGGIN HILL POST OFFICE,541978,158801,320,FA24,0
R0392,73558,490006160N,DOWNE COURT RIDING CENTRE,542641,162658,312,FE14,0
R0393,59423,490013420E,THE HILLSIDE,546619,162739,62,FB13,0
R0394,71364,490009884N2,MILL BROOK ROAD,547190,168336,184,F111,0
R0395,54293,490009774S,MEAD WAY,539437,167392,161,FG01,0
R0396,53771,490003427W,ASHFIELD LANE,544766,170389,222,FY07,0
R0397,53106,490004078N,BLACKSMITHS LANE,547216,168036,352,F106,0
R0398,52742,490001220G,ORPINGTON STATION #,545536,165864,337,F714,0
R0401,50838,490009109HH,LEWISHAM HOSPITAL,537915,174565,9,2903,0
R0402,57362,490014381S,WEMBLEY HILL ROAD,518628,185958,201,RQ08,0
R0403,58402,490007565L,GROVE PARK BUS STATION,540569,172273,329,2D02,0
R0404,59538,490006155N,PASTURE ROAD,539469,173079,349,2F17,0
R0405,56020,490009580J,MANOR ROAD,537358,169481,83,FJ06,0
R0406,52624,490013624N,THORNFORD ROAD,538486,174623,333,2907,0
R0408,75894,490006538W,ELTHAM COLLEGE,541933,172900,246,FW02,0
R0409,51618,490009250N,LODGE HILL,531195,159868,343,H808,0
R0410,58365,490009060B,BURNT ASH ROAD / LEE ROAD,539859,174903,175,2C03,0
R0411,74497,490006743N,FARMCOTE ROAD,540222,173243,336,2G08,0
R0412,77477,490006743S,FARMCOTE ROAD,540243,173218,159,2G08,0
